@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 6\nSize of the tree: 11\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

hepatitis,3,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0,0.248341,0.400589,77.490545,102.418597,11.184744,12.003039,-0.818296,0.699046,0.75019,-0.051143,1.973819,0.123364,264.325953,0,0,0,0,1,13,1,3,0,0,0,0,0.5,0.1875,0.8125,0.8125,0.1875,0.1875,0.660156,0.8125,0.728448,0,0.5,0.695313,0.448276,0.8125,0.016,0,0.02,0,20,0,7477,29429,6182,100,100,?,3,?,?
hepatitis,3,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.545455,0.219413,0.329817,67.147943,82.421626,10.837276,6.919561,3.917714,0.722485,0.461304,0.261181,2.705688,0.180379,363.717215,1,3,0.25,3,0.75,9,0,0,0.5,1,0.666667,0.612372,0.902778,0.666667,0.8,0.05,0.95,0.2,0.9,0.8,0.819048,0.612372,0.902778,0.908225,0.761905,0.8,0.012,0,0.01,0,10,0,7910,29618,5993,100,70,?,4,?,?
hepatitis,3,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.18857,0.340638,57.708801,85.125822,10.837276,8.547225,2.290051,0.722485,0.569815,0.15267,4.420478,0.294699,594.231196,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.763889,0.511111,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.763889,0.827778,0.791667,0.866667,0.013,0,0.01,0,10,0,8048,29618,5993,100,100,?,4,?,?
hepatitis,3,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.444444,0.234662,0.354077,71.814665,88.484031,10.837276,8.743204,2.094072,0.722485,0.58288,0.139605,2.386523,0.159102,320.812835,0.666667,2,0.166667,2,0.833333,10,0.333333,1,0.5,0.666667,0.571429,0.452267,0.777778,0.566667,0.8,0.3,0.7,0.2,0.827273,0.8,0.809938,0.452267,0.777778,0.83368,0.720497,0.8,0.01,0,0.01,0,10,0,7698,29618,5993,100,100,?,4,?,?
hepatitis,3,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,-0.190476,0.330093,0.523493,101.019716,130.821378,10.837276,19.285085,-8.447809,0.722485,1.285672,-0.563187,-1.965221,-0.131015,-264.178523,0,0,0.166667,2,0.833333,10,1,3,0,0,0,-0.196116,0.416667,0.2,0.666667,0.833333,0.166667,0.333333,0.615385,0.666667,0.64,-0.196116,0.416667,0.658535,0.4,0.666667,0.006,0,0,0,0,0,8137,29618,5993,80,56.666667,?,4,?,?
hepatitis,3,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.24254,0.347907,74.225675,86.942267,10.837276,8.840627,1.996649,0.722485,0.589375,0.13311,3.073114,0.204874,413.109113,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.466667,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.779048,0.711538,0.866667,0.006,0,0.01,0,10,0,7252,29618,5993,100,100,?,2,?,?
hepatitis,4,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0,0.266282,0.39512,83.088671,101.020301,11.184744,11.490696,-0.305953,0.699046,0.718169,-0.019122,1.507574,0.094223,201.888376,0,0,0,0,1,13,1,3,0,0,0,0,0.5,0.1875,0.8125,0.8125,0.1875,0.1875,0.660156,0.8125,0.728448,0,0.5,0.695313,0.448276,0.8125,0.004,0,0.01,0,10,0,7252,29429,6182,100,100,?,2,?,?
hepatitis,4,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.448276,0.208165,0.329358,64.954491,84.206936,11.184744,8.512767,2.671976,0.699046,0.532048,0.166999,3.983019,0.248939,533.390117,0.333333,1,0,0,1,13,0.666667,2,1,0.333333,0.5,0.537484,0.666667,0.458333,0.875,0.541667,0.458333,0.125,0.891667,0.875,0.848214,0.537484,0.666667,0.790104,0.714286,0.875,0.006,0,0,0,0,0,7690,29429,6182,100,96.875,?,3,?,?
hepatitis,4,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,0.179487,0.261153,0.463359,81.488441,118.466983,11.184744,16.222502,-5.037759,0.699046,1.013906,-0.31486,0.623805,0.038988,83.537503,0.333333,1,0.153846,2,0.846154,11,0.666667,2,0.333333,0.333333,0.333333,0.179487,0.615385,0.458333,0.75,0.570513,0.429487,0.25,0.75,0.75,0.75,0.179487,0.615385,0.775406,0.589744,0.75,0.008,0,0,0,0,0,8230,29429,6182,87.5,56.25,?,4,?,?
hepatitis,4,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,10,6,0,62.5,37.5,0,0,0.41478,0.555633,117.555791,127.65081,13.112639,21.450009,-8.33737,0.81954,1.340626,-0.521086,-3.56285,-0.222678,-485.976969,0.25,1,0.25,3,0.75,9,0.75,3,0.25,0.25,0.25,0,0.5,0.25,0.625,0.625,0.375,0.375,0.625,0.625,0.625,0,0.5,0.625,0.5,0.625,0.007,0,0,0,0,0,7258,29429,6182,100,100,?,2,?,?
hepatitis,4,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,8,8,0,50,50,0,-0.142857,0.503788,0.663739,142.782092,152.486994,13.112639,2170.011899,-2156.89926,0.81954,135.625744,-134.806204,-7.887109,-0.492944,-1075.81092,0.25,1,0.416667,5,0.583333,7,0.75,3,0.166667,0.25,0.2,-0.149071,0.447917,0.270833,0.5,0.666667,0.333333,0.5,0.566667,0.5,0.527273,-0.149071,0.447917,0.611939,0.418182,0.5,0.008,0,0.01,0,10,0,7778,29429,6182,87.5,90.625,?,3,?,?
hepatitis,4,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0,0.277419,0.406247,84.899889,101.521417,10.837276,11.254295,-0.417019,0.722485,0.750286,-0.027801,1.287751,0.08585,173.108304,0,0,0,0,1,12,1,3,0,0,0,0,0.5,0.2,0.8,0.8,0.2,0.2,0.64,0.8,0.711111,0,0.5,0.68,0.444444,0.8,0.008,0,0.01,0,10,0,7471,29618,5993,100,100,?,2,?,?
hepatitis,4,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.166667,0.288384,0.448442,88.255295,112.065934,10.837276,13.340677,-2.503401,0.722485,0.889378,-0.166893,0.042608,0.002841,5.727683,0.333333,1,0.166667,2,0.833333,10,0.666667,2,0.333333,0.333333,0.333333,0.166667,0.583333,0.244444,0.733333,0.566667,0.433333,0.266667,0.733333,0.733333,0.733333,0.166667,0.583333,0.711111,0.583333,0.733333,0.011,0,0.01,0,10,0,8110,29618,5993,100,100,?,4,?,?
hepatitis,4,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0,0.248214,0.41751,75.962131,104.336057,10.837276,12.362543,-1.525267,0.722485,0.82417,-0.101684,1.99384,0.132923,268.025754,0,0,0,0,1,12,1,3,0,0,0,0,0.5,0.2,0.8,0.8,0.2,0.2,0.64,0.8,0.711111,0,0.5,0.68,0.444444,0.8,0.009,0,0.01,0,10,0,7478,29618,5993,100,100,?,3,?,?
hepatitis,4,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.166667,0.314921,0.453664,96.376574,113.371009,10.837276,13.368482,-2.531206,0.722485,0.891232,-0.168747,-0.604715,-0.040314,-81.290014,0.333333,1,0.166667,2,0.833333,10,0.666667,2,0.333333,0.333333,0.333333,0.166667,0.569444,0.244444,0.733333,0.566667,0.433333,0.266667,0.733333,0.733333,0.733333,0.166667,0.569444,0.710159,0.583333,0.733333,0.006,0,0.01,0,10,0,7546,29618,5993,100,100,?,3,?,?
hepatitis,4,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.193732,0.350365,59.288732,87.556471,10.837276,9.329464,1.507812,0.722485,0.621964,0.100521,4.282404,0.285494,575.670345,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.466667,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.779048,0.711538,0.866667,0.008,0,0.01,0,10,0,8092,29618,5993,100,100,?,4,?,?
hepatitis,5,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,-0.103448,0.278134,0.444062,86.787109,113.53325,11.184744,14.294523,-3.10978,0.699046,0.893408,-0.194361,0.243364,0.01521,32.590393,0,0,0.076923,1,0.923077,12,1,3,0,0,0,-0.124035,0.461538,0.1875,0.75,0.826923,0.173077,0.25,0.65,0.75,0.696429,-0.124035,0.461538,0.685938,0.428571,0.75,0.007,0,0,0,0,0,7664,29429,6182,100,100,?,3,?,?
hepatitis,5,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0,0.238176,0.40456,74.318717,103.433812,11.184744,12.459349,-1.274606,0.699046,0.778709,-0.079663,2.23145,0.139466,298.826868,0,0,0,0,1,13,1,3,0,0,0,0,0.5,0.1875,0.8125,0.8125,0.1875,0.1875,0.660156,0.8125,0.728448,0,0.5,0.695313,0.448276,0.8125,0.008,0,0.01,0,10,0,7665,29429,6182,100,100,?,3,?,?
hepatitis,5,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,0.179487,0.284291,0.443339,88.708086,113.348504,11.184744,14.267754,-3.08301,0.699046,0.891735,-0.192688,0.054324,0.003395,7.274809,0.333333,1,0.153846,2,0.846154,11,0.666667,2,0.333333,0.333333,0.333333,0.179487,0.576923,0.236111,0.75,0.570513,0.429487,0.25,0.75,0.75,0.75,0.179487,0.576923,0.726783,0.589744,0.75,0.005,0,0,0,0,0,7690,29429,6182,100,100,?,3,?,?
hepatitis,5,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.818182,0.206754,0.27197,58.597625,62.482224,13.112639,6.761862,6.350776,0.81954,0.422616,0.396924,6.816472,0.42603,929.774859,0.75,3,0,0,1,12,0.25,1,1,0.75,0.857143,0.83205,0.875,0.8125,0.9375,0.1875,0.8125,0.0625,0.942308,0.9375,0.934286,0.83205,0.875,0.895433,0.908571,0.9375,0.005,0,0.01,0,10,0,7327,29429,6182,100,100,?,2,?,?
hepatitis,5,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,0.2,0.323077,0.462475,91.56552,106.248788,13.112639,1084.830792,-1071.718154,0.81954,67.801925,-66.982385,0.833956,0.052122,113.752564,0.25,1,0.083333,1,0.916667,11,0.75,3,0.5,0.25,0.333333,0.218218,0.583333,0.3125,0.75,0.583333,0.416667,0.25,0.714286,0.75,0.717949,0.218218,0.583333,0.665179,0.589744,0.75,0.005,0.001,0,0,0,0,7402,29429,6182,93.75,93.75,?,2,?,?
hepatitis,5,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,0.074074,0.330952,0.444065,101.282841,110.972274,10.837276,12.679935,-1.842659,0.722485,0.845329,-0.122844,-1.793675,-0.119578,-241.118115,0.333333,1,0.25,3,0.75,9,0.666667,2,0.25,0.333333,0.285714,0.075378,0.541667,0.216667,0.666667,0.583333,0.416667,0.333333,0.704545,0.666667,0.68323,0.075378,0.541667,0.694242,0.534161,0.666667,0.005,0,0,0,0,0,7188,29618,5993,100,100,?,2,?,?
hepatitis,5,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.545455,0.26,0.331662,79.568966,82.882743,10.837276,7.544709,3.292567,0.722485,0.502981,0.219504,1.713502,0.114233,230.340748,1,3,0.25,3,0.75,9,0,0,0.5,1,0.666667,0.612372,0.875,0.5,0.8,0.05,0.95,0.2,0.9,0.8,0.819048,0.612372,0.875,0.86,0.761905,0.8,0.004,0,0,0,0,0,7402,29618,5993,100,100,?,2,?,?
hepatitis,5,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.444444,0.237838,0.382788,72.78658,95.658997,10.837276,9.875794,0.961482,0.722485,0.658386,0.064099,2.235744,0.14905,300.544188,0.666667,2,0.166667,2,0.833333,10,0.333333,1,0.5,0.666667,0.571429,0.452267,0.75,0.4,0.8,0.3,0.7,0.2,0.827273,0.8,0.809938,0.452267,0.75,0.792727,0.720497,0.8,0.005,0.001,0,0,0,0,7909,29618,5993,100,100,?,4,?,?
hepatitis,5,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,0.074074,0.343188,0.497616,105.027486,124.354734,10.837276,15.696969,-4.859693,0.722485,1.046465,-0.32398,-2.268099,-0.151207,-304.893464,0.333333,1,0.25,3,0.75,9,0.666667,2,0.25,0.333333,0.285714,0.075378,0.541667,0.216667,0.666667,0.583333,0.416667,0.333333,0.704545,0.666667,0.68323,0.075378,0.541667,0.694242,0.534161,0.666667,0.006,0,0.01,0,10,0,7734,29618,5993,100,100,?,3,?,?
hepatitis,5,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,-0.111111,0.315239,0.448277,96.473854,112.02481,10.837276,13.062288,-2.225012,0.722485,0.870819,-0.148334,-0.590689,-0.039379,-79.404438,0,0,0.083333,1,0.916667,11,1,3,0,0,0,-0.133631,0.458333,0.2,0.733333,0.816667,0.183333,0.266667,0.628571,0.733333,0.676923,-0.133631,0.458333,0.669524,0.423077,0.733333,0.003,0,0,0,0,0,7252,29618,5993,100,100,?,2,?,?
hepatitis,6,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0,0.233372,0.40665,72.819673,103.968052,11.184744,12.7342,-1.549456,0.699046,0.795887,-0.096841,2.351626,0.146977,314.920471,0,0,0,0,1,13,1,3,0,0,0,0,0.5,0.1875,0.8125,0.8125,0.1875,0.1875,0.660156,0.8125,0.728448,0,0.5,0.695313,0.448276,0.8125,0.007,0,0.01,0,10,0,7620,29429,6182,100,100,?,3,?,?
hepatitis,6,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.294118,0.256307,0.374016,79.976398,95.624585,11.184744,10.41158,0.773164,0.699046,0.650724,0.048323,1.76864,0.11054,236.849247,0.333333,1,0.076923,1,0.923077,12,0.666667,2,0.5,0.333333,0.4,0.302614,0.628205,0.291667,0.8125,0.55609,0.44391,0.1875,0.790179,0.8125,0.797222,0.302614,0.628205,0.748326,0.644444,0.8125,0.005,0,0.01,0,10,0,7188,29429,6182,100,100,?,2,?,?
hepatitis,6,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,11,5,0,68.75,31.25,0,-0.176471,0.346706,0.479663,108.183685,122.635386,11.184744,15.476139,-4.291395,0.699046,0.967259,-0.268212,-2.50664,-0.156665,-335.679235,0,0,0.153846,2,0.846154,11,1,3,0,0,0,-0.181568,0.423077,0.1875,0.6875,0.841346,0.158654,0.3125,0.638393,0.6875,0.662037,-0.181568,0.423077,0.676897,0.407407,0.6875,0.007,0,0,0,0,0,7251,29429,6182,100,100,?,2,?,?
hepatitis,6,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.6,0.182292,0.330811,51.664573,76.000308,13.112639,8.559393,4.553245,0.81954,0.534962,0.284578,6.498042,0.406128,886.340632,0.5,2,0,0,1,12,0.5,2,1,0.5,0.666667,0.654654,0.75,0.625,0.875,0.375,0.625,0.125,0.892857,0.875,0.858974,0.654654,0.75,0.799107,0.794872,0.875,0.006,0,0.01,0,10,0,7691,29429,6182,100,93.75,?,3,?,?
hepatitis,6,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,0.333333,0.269366,0.431044,76.343014,99.027903,13.112639,13.440086,-0.327448,0.81954,0.840005,-0.020465,2.252927,0.140808,307.301914,0.5,2,0.166667,2,0.833333,10,0.5,2,0.5,0.5,0.5,0.333333,0.697917,0.541667,0.75,0.416667,0.583333,0.25,0.75,0.75,0.75,0.333333,0.697917,0.759135,0.666667,0.75,0.007,0,0.01,0,10,0,8112,29429,6182,100,100,?,4,?,?
hepatitis,6,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,-0.190476,0.356323,0.51852,109.047228,129.578495,10.837276,1087.381835,-1076.544559,0.722485,72.492122,-71.769637,-2.546685,-0.169779,-342.343015,0,0,0.166667,2,0.833333,10,1,3,0,0,0,-0.196116,0.416667,0.2,0.666667,0.833333,0.166667,0.333333,0.615385,0.666667,0.64,-0.196116,0.416667,0.658535,0.4,0.666667,0.007,0,0,0,0,0,7848,29618,5993,93.333333,96.666667,?,3,?,?
hepatitis,6,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.285714,0.266957,0.436393,81.697901,109.054909,10.837276,1083.158969,-1072.321693,0.722485,72.210598,-71.488113,1.50883,0.100589,202.827367,0.333333,1,0.083333,1,0.916667,11,0.666667,2,0.5,0.333333,0.4,0.294174,0.611111,0.3,0.8,0.55,0.45,0.2,0.776923,0.8,0.784,0.294174,0.611111,0.733846,0.64,0.8,0.009,0,0.01,0,10,0,7842,29618,5993,93.333333,96.666667,?,4,?,?
hepatitis,6,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.242857,0.342559,74.32266,85.605892,10.837276,8.631342,2.205934,0.722485,0.575423,0.147062,3.094931,0.206329,416.041968,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.466667,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.779048,0.711538,0.866667,0.007,0,0,0,0,0,7402,29618,5993,100,100,?,2,?,?
hepatitis,6,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.22113,0.349095,67.673388,87.239062,10.837276,8.966605,1.870671,0.722485,0.597774,0.124711,3.604979,0.240332,484.606191,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.466667,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.779048,0.711538,0.866667,0.007,0,0.01,0,10,0,7688,29618,5993,100,100,?,3,?,?
hepatitis,6,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.333333,0.279121,0.419006,85.420614,104.709931,10.837276,11.700986,-0.86371,0.722485,0.780066,-0.057581,0.341399,0.02276,45.893227,0.666667,2,0.25,3,0.75,9,0.333333,1,0.4,0.666667,0.5,0.353553,0.722222,0.366667,0.733333,0.316667,0.683333,0.266667,0.8,0.733333,0.754545,0.353553,0.722222,0.779487,0.659091,0.733333,0.008,0,0.01,0,10,0,7697,29618,5993,100,100,?,4,?,?
hepatitis,7,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.333333,0.232543,0.408316,65.906689,93.80631,13.112639,12.963068,0.149571,0.81954,0.810192,0.009348,4.191494,0.261968,571.724682,0.25,1,0,0,1,12,0.75,3,1,0.25,0.4,0.447214,0.625,0.4375,0.8125,0.5625,0.4375,0.1875,0.85,0.8125,0.766667,0.447214,0.625,0.709375,0.644444,0.8125,0.007,0.001,0.01,0,10,0,8135,29429,6182,100,100,?,4,?,?
hepatitis,7,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.6,0.216727,0.346214,61.42415,79.539072,13.112639,9.419611,3.693027,0.81954,0.588726,0.230814,5.527711,0.345482,753.98631,0.5,2,0,0,1,12,0.5,2,1,0.5,0.666667,0.654654,0.75,0.625,0.875,0.375,0.625,0.125,0.892857,0.875,0.858974,0.654654,0.75,0.799107,0.794872,0.875,0.006,0,0.01,0,10,0,7734,29429,6182,100,100,?,3,?,?
hepatitis,7,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0,0.266282,0.39512,83.088671,101.020301,11.184744,11.490696,-0.305953,0.699046,0.718169,-0.019122,1.507574,0.094223,201.888376,0,0,0,0,1,13,1,3,0,0,0,0,0.5,0.1875,0.8125,0.8125,0.1875,0.1875,0.660156,0.8125,0.728448,0,0.5,0.695313,0.448276,0.8125,0.005,0,0,0,0,0,7252,29429,6182,100,100,?,2,?,?
hepatitis,7,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.589744,0.201209,0.315736,62.784029,80.724242,11.184744,7.863163,3.32158,0.699046,0.491448,0.207599,4.132322,0.25827,553.384173,0.666667,2,0.076923,1,0.923077,12,0.333333,1,0.666667,0.666667,0.666667,0.589744,0.794872,0.506944,0.875,0.285256,0.714744,0.125,0.875,0.875,0.875,0.589744,0.794872,0.838141,0.794872,0.875,0.007,0,0.01,0,10,0,7477,29429,6182,100,100,?,3,?,?
hepatitis,7,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.448276,0.166848,0.336536,52.06206,86.04201,11.184744,9.254103,1.93064,0.699046,0.578381,0.120665,5.032523,0.314533,673.935497,0.333333,1,0,0,1,13,0.666667,2,1,0.333333,0.5,0.537484,0.666667,0.458333,0.875,0.541667,0.458333,0.125,0.891667,0.875,0.848214,0.537484,0.666667,0.790104,0.714286,0.875,0.006,0,0.01,0,10,0,8206,29429,6182,100,96.875,?,4,?,?
hepatitis,7,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.444444,0.196842,0.355778,60.240472,88.909174,10.837276,8.413697,2.423579,0.722485,0.560913,0.161572,3.287869,0.219191,441.97801,0.666667,2,0.166667,2,0.833333,10,0.333333,1,0.5,0.666667,0.571429,0.452267,0.805556,0.733333,0.8,0.3,0.7,0.2,0.827273,0.8,0.809938,0.452267,0.805556,0.875804,0.720497,0.8,0.007,0,0,0,0,0,8092,29618,5993,100,93.333333,?,4,?,?
hepatitis,7,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.444444,0.252345,0.419345,77.22633,104.794794,10.837276,12.357125,-1.519849,0.722485,0.823808,-0.101323,1.867788,0.124519,251.080975,0.666667,2,0.166667,2,0.833333,10,0.333333,1,0.5,0.666667,0.571429,0.452267,0.722222,0.344444,0.8,0.3,0.7,0.2,0.827273,0.8,0.809938,0.452267,0.722222,0.781616,0.720497,0.8,0.004,0,0.01,0,10,0,7954,29618,5993,100,100,?,4,?,?
hepatitis,7,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.189322,0.340999,57.938996,85.215933,10.837276,8.462533,2.374743,0.722485,0.564169,0.158316,4.310809,0.287387,579.488613,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.777778,0.455556,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.777778,0.816667,0.791667,0.866667,0.003,0,0,0,0,0,7954,29618,5993,93.333333,60,?,4,?,?
hepatitis,7,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.163363,0.35102,49.994822,87.720228,10.837276,9.74292,1.094355,0.722485,0.649528,0.072957,5.001824,0.333455,672.379731,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.466667,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.779048,0.711538,0.866667,0.004,0,0,0,0,0,8024,29618,5993,86.666667,50,?,4,?,?
